text,label
" Because the launch configuration utilised P BATCH = 2 × 106, this entire prime set was transferred and processed in a single kernel launch per segment","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" No Phase 2 fallbacks were triggered at any tested limit, empirically confirming thatp min(n)≤10 6 for all even n≤ 1013, consistent with the Goldbach comet envelope prediction H(1013) ≲ 4,305 [3, 4]","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 4,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"1 Algorithmic Speedup: Same-Hardware Comparison To isolate the contribution of the new architecture from hardware improvements, we ran both the prior host-coupled implementation ( goldbach gpu3 from v1","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
1,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
0) and the new device-native implementation on the same machine,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Table 1 reports the results; Figure 3 shows the log-log runtime curves,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Runtime variance is small: across 20 independent runs at N = 1010 on a local RTX 3070, the coefficient of variation was 1","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"26%, confirming that the verification pipeline is compute-bound and stable","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 8,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
Table 1: Algorithmic speedup on identical hardware (single RTX 5090),"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Both implementations use SEG SIZE = 2 · 108, PSMALL = 106","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 The growing speedup with N reflects the fact that the host-side sieve construction and subsequent PCIe transfer in v1 were proportional to the number of segments processed,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Implementation DeviceNLimit Wall-clock Time Speedup v1 (goldbach gpu3) RTX 5090 10 9 1,867","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
7 ms 1,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
0× v2 (goldbach) RTX 5090 10 9 141,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
0 ms13,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"2× v1 (goldbach gpu3) RTX 5090 10 10 18,056","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
5 ms 1,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
0× v2 (goldbach) RTX 5090 10 10 395,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
8 ms45,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"6× v2 (goldbach) RTX 5090 10 11 3,311","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"5 ms – v2 (goldbach) RTX 5090 10 12 36,511","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
6 ms – v2 (goldbach) 4×RTX 5090 10 13 133,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"5 s – The speedup grows monotonically with N: at 10 9, each segment completes fast enough that PCIe latency represents a modest fraction of total runtime; at 10 10, the number of segments is 10 × larger, and the PCIe overhead accumulated proportionally","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 This confirms that the prior architecture was asymptotically I/O-bound rather than compute-bound,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 108 109 1010 1011 1012101 102 103 104 LimitN Total wall-clock time (ms) CPU baseline (same machine) goldbach gpu3v1 (host-coupled) goldbachv2 (device-native) Figure 3: Log–log runtime scaling on a single RTX 5090,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 All three implementations ran on the same hardware,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 The CPU baseline (black dashed) and v1 host-coupled implementation (red) both exhibit I/O-dominated scaling,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 The v2 device-native implementation (blue) achieves 13 ,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"2× speedup at N = 109, growing to 45 ","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"6× at N = 1010, as the PCIe overhead eliminated by v2 accumulates proportionally with the number of segments","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 4,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"2 Multi-GPU Scaling Table 2 reports wall-clock times and parallel efficiency at N = 2 × 1012 across 1, 2, and 4 RTX 5090 GPUs, all obtained from the Nsight Systems profiling campaign described in§4","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
3,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Figure 4 visualises the scaling curve,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Profiling confirms near-continuous device saturation across all configurations,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" For the 2-GPU run, aggregate kernel time is 79","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
7 s against a 40,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
5 s wall clock (98,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
3% utilisation); for the 4- 9,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"GPU run, 79","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
4 s against 20,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
5 s (96,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
8% utilisation),"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 The modest gap from theoretical maximum in each case is consistent with the fixed initialisation overhead (277 ms (0,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"7% of wall time) at 2 GPUs, 411 ms (2","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"0%) at 4 GPUs) and terminal segment drain, both of which diminish as N grows","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Subtracting initialisation overhead yields compute-only efficiency indistinguishable from 100% in both configurations, confirming that the lock-free pool introduces no measurable scheduling overhead and that no host-side data is shared between worker threads during the critical verification path","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
" Table 2: Multi-GPU scaling on NVIDIA RTX 5090 hardware (GB202H Blackwell, CUDA 12","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
8,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"1, driver 580","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
95,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"05), obtained from the Nsight Systems profiling campaign described in§4","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
3,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 Efficiency ηk = T1/(k·T k) uses the matched single-GPU time at the same N,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 The N = 1013 row records a wall-clock measurement without a matched single-GPU run at that limit,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
 NGPUs (k) Wall-clock (T k) Speedupη k 2×10 12 1 80,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
865 s 1,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
00×100,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
0% 2×10 12 2 40,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
545 s 1,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
99×99,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
7% 2×10 12 4 20,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
506 s 3,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
94×98,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
6% 1013 4 133,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
5 s – – 1 2 4 90 95 98,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
6 100 Number of GPUs Parallel Efficiency (%) Device-native v2,"A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
"0 (N= 2×10 12) Linear ideal Figure 4: Parallel efficiency of the lock-free work-stealing pool at N = 2 × 1012 on RTX 5090 hardware (GB202H Blackwell), from the Nsight Systems profiling campaign of§4","A Lock-Free, Fully GPU-Resident Architecture for the Verification of Goldbach’s Conjecture"
